สินค้า,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
#,รหัสสินค้า,ชื่อสินค้า,หมวดหมู่,หมวดหมู่ย่อย,หน่วยสินค้า,Barcode
842,TTSP-02-XXL,เสื้อยืด รุ่น Deep Sleep สีขาว-White(XXL),เสื้อยืด รุ่น Deep Sleep (XXL),,ชิ้น,TTSP-02-XXL
843,TTSP-02-XL,เสื้อยืด รุ่น Deep Sleep สีขาว-White(XL),เสื้อยืด รุ่น Deep Sleep (XL),,ชิ้น,TTSP-02-XL
844,TTSP-02-L,เสื้อยืด รุ่น Deep Sleep สีขาว-White(L),เสื้อยืด รุ่น Deep Sleep (L),,ชิ้น,TTSP-02-L
845,TTSP-02-M,เสื้อยืด รุ่น Deep Sleep สีขาว-White(M),เสื้อยืด รุ่น Deep Sleep (M),,ชิ้น,TTSP-02-M
846,TTSP-01-XXL,เสื้อยืด รุ่น Deep Sleep สีดำ-Black(XXL),เสื้อยืด รุ่น Deep Sleep (XXL),,ชิ้น,TTSP-01-XXL
847,TTSP-01-XL,เสื้อยืด รุ่น Deep Sleep สีดำ-Black(XL),เสื้อยืด รุ่น Deep Sleep (XL),,ชิ้น,TTSP-01-XL
848,TTSP-01-L,เสื้อยืด รุ่น Deep Sleep สีดำ-Black(L),เสื้อยืด รุ่น Deep Sleep (L),,ชิ้น,TTSP-01-L
849,TTSP-01-M,เสื้อยืด รุ่น Deep Sleep สีดำ-Black(M),เสื้อยืด รุ่น Deep Sleep (M),,ชิ้น,TTSP-01-M
850,BFTT17-3XL,New Boxer Brief - Men (สีดำ)(3XL),,,,
851,TTLS155-XXL,ตารางทุกตอนลิมิเต็ดพื้นขาว (ขายาว)(XXL),กางเกงขายาว,,ชิ้น,TTLS155-XXL
852,TTLS155-XL,ตารางทุกตอนลิมิเต็ดพื้นขาว (ขายาว)(XL),กางเกงขายาว,,ชิ้น,TTLS155-XL
853,TTLS155-L,ตารางทุกตอนลิมิเต็ดพื้นขาว (ขายาว)(L),กางเกงขายาว,,ชิ้น,TTLS155-L
854,TTLS155-M,ตารางทุกตอนลิมิเต็ดพื้นขาว (ขายาว)(M),กางเกงขายาว,,ชิ้น,TTLS155-M
855,TTLS154-XXL,ทุกตอนทะเลพื้นครีม (ขายาว)(XXL),กางเกงขายาว,,ชิ้น,TTLS154-XXL
856,TTLS154-XL,ทุกตอนทะเลพื้นครีม (ขายาว)(XL),กางเกงขายาว,,ชิ้น,TTLS154-XL
857,TTLS154-L,ทุกตอนทะเลพื้นครีม (ขายาว)(L),กางเกงขายาว,,ชิ้น,TTLS154-L
858,TTLS154-M,ทุกตอนทะเลพื้นครีม (ขายาว)(M),กางเกงขายาว,,ชิ้น,TTLS154-M
859,TTLS153-XXL,ทุกตอนออริจินอลพื้นดำ (ขายาว)(XXL),กางเกงขายาว,,ชิ้น,TTLS153-XXL
860,TTLS153-XL,ทุกตอนออริจินอลพื้นดำ (ขายาว)(XL),กางเกงขายาว,,ชิ้น,TTLS153-XL
861,TTLS153-L,ทุกตอนออริจินอลพื้นดำ (ขายาว)(L),กางเกงขายาว,,ชิ้น,TTLS153-L
862,TTLS153-M,ทุกตอนออริจินอลพื้นดำ (ขายาว)(M),กางเกงขายาว,,ชิ้น,TTLS153-M
863,TTLS152-XXL,บลูด็อก พื้นเทา (ขายาว)(XXL),กางเกงขายาว,,ชิ้น,TTLS152-XXL
864,TTLS152-XL,บลูด็อก พื้นเทา (ขายาว)(XL),กางเกงขายาว,,ชิ้น,TTLS152-XL
865,TTLS152-L,บลูด็อก พื้นเทา (ขายาว)(L),กางเกงขายาว,,ชิ้น,TTLS152-L
866,TTLS152-M,บลูด็อก พื้นเทา (ขายาว)(M),กางเกงขายาว,,ชิ้น,TTLS152-M
867,TTLS151-XXL,หมาปั๊ก Ash Brown (ขายาว)(XXL),กางเกงขายาว,,ชิ้น,TTLS151-XXL
868,TTLS151-XL,หมาปั๊ก Ash Brown (ขายาว)(XL),กางเกงขายาว,,ชิ้น,TTLS151-XL
869,TTLS151-L,หมาปั๊ก Ash Brown (ขายาว)(L),กางเกงขายาว,,ชิ้น,TTLS151-L
870,TTLS151-M,หมาปั๊ก Ash Brown (ขายาว)(M),กางเกงขายาว,,ชิ้น,TTLS151-M
871,TTLS150-XXL,โกเด้น (ขายาว)(XXL),กางเกงขายาว,,ชิ้น,TTLS150-XXL
872,TTLS150-XL,โกเด้น (ขายาว)(XL),กางเกงขายาว,,ชิ้น,TTLS150-XL
873,TTLS150-L,โกเด้น (ขายาว)(L),กางเกงขายาว,,ชิ้น,TTLS150-L
874,TTLS150-M,โกเด้น (ขายาว)(M),กางเกงขายาว,,ชิ้น,TTLS150-M
875,TTA156-3XL,(E2) ชิบะ beige (ผ้านุ่ม)(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTA156-3XL
876,TTA156-XXL,(D2) ชิบะ beige (ผ้านุ่ม)(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTA156-XXL
877,TTA156-XL,(C2) ชิบะ beige (ผ้านุ่ม)(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTA156-XL
878,TTA156-L,(B2) ชิบะ beige (ผ้านุ่ม)(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTA156-L
879,TTA156-M,(A2) ชิบะ beige (ผ้านุ่ม)(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTA156-M
880,TTF130-3XL,(E3) โซจู -Soju (ผ้านุ่ม)(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF130-3XL
881,TTF130-XXL,(D3) โซจู -Soju (ผ้านุ่ม)(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTF130-XXL
882,TTF130-XL,(C3) โซจู -Soju (ผ้านุ่ม)(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTF130-XL
883,TTF130-L,(B3) โซจู -Soju (ผ้านุ่ม)(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTF130-L
884,TTF130-M,(A3) โซจู -Soju (ผ้านุ่ม)(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTF130-M
885,TTF129-3XL,(E3) มะเขือเทศ พื้นชมพู -Tomato (ผ้านุ่ม)(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF129-3XL
886,TTF129-XXL,(D3) มะเขือเทศ พื้นชมพู -Tomato (ผ้านุ่ม)(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTF129-XXL
887,TTF129-XL,(C3) มะเขือเทศ พื้นชมพู -Tomato (ผ้านุ่ม)(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTF129-XL
888,TTF129-L,(B3) มะเขือเทศ พื้นชมพู -Tomato (ผ้านุ่ม)(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTF129-L
889,TTF129-M,(A3) มะเขือเทศ พื้นชมพู -Tomato (ผ้านุ่ม)(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTF129-M
890,WH-018,สติ๊กเกอร์พิมพ์ใบปะหน้า (Sticker Label)(100X150 mm.),,,ม้วน,
891,MTS-02-Serum,Make'ter Skin - Serum (18 ML),Skin Care,,ชิ้น,MTS-02-Serum
892,OF-029,ปากกาเคมี(เขียว),,,แท่ง,
893,OF-028,ใบคัดเตอร์ (18 mm.),,,กล่อง,
894,OF-027,ใบคัดเตอร์ (9 mm.),,,กล่อง,
895,OF-026,ยางลบ(แบบก้อน),,,ก้อน,OF-026
896,OF-025,กระดาษโพสต์อิท (Post-it) (6x2 นิ้ว),,,เล่ม,
897,OF-024,กระดาษโพสต์อิท (Post-it)(1:5x2 นิ้ว),,,เล่ม,OF-024
898,OF-023,ปากกาไวท์บอร์ด(คละสี),,,แท่ง,OF-023
899,OF-022,ปากกาไฮไลท์(คละสี),,,แท่ง,OF-022
900,OF-021,ถ่าน(AAA),,,ก้อน,OF-021
901,OF-020,ถ่าน(AA),,,ก้อน,OF-020
902,OF-019,คลิปหนีบกระดาษ(41 mm.),,,กล่อง,
903,OF-018,คลิปหนีบกระดาษ(32 mm.),,,กล่อง,OF-018
904,OF-017,คลิปหนีบกระดาษ(19 mm.),,,กล่อง,
905,OF-016,กาวแท่ง(8.2 กรัม),,,แท่ง,OF-016
906,OF-015,กาวสองหน้า(ม้วนกลาง),,,ม้วน,OF-015
907,OF-014,เทปใส(ม้วนเล็ก),,,ม้วน,OF-014
908,OF-013,ลูกแม็ก(No.35),,,กล่อง,OF-013
909,OF-012,ปากกาลบคำผิด(5mm.x6m.),,,ชิ้น,
910,OF-011,ซองจดหมาย(ปากเฉียง),,,แพ็ค,OF-011
911,OF-010,ซองเอกสารA4(สีน้ำตาล),,,แพ็ค,OF-010
912,OF-009,ปากกาเคมี(น้ำเงิน),,,แท่ง,
913,OF-008,ปากกาเคมี(แดง),,,แท่ง,OF-008
914,OF-007,ปากกา(ดำ),,,แท่ง,
915,OF-006,ปากกา(แดง),,,แท่ง,OF-006
916,OF-005,ปากกา(น้ำเงิน),,,แท่ง,OF-005
917,OF-004,ดินสอ-pencil(ไม้),,,แท่ง,OF-004
918,OF-003,กระดาษ A4(70 แกรม),,,แพ็ค,OF-003
919,OF-002,ลูกแม็ก(No.10),,,กล่อง,
920,OF-001,แม็กหนีบกระดาษ(No.10),,,ชิ้น,
921,WH-017,ที่ตัดเทปปิดกล่อง(ใหญ่),,,ชิ้น,
922,WH-016,ถุงแก้วฝากาว(6x75),,,แพ็ค,
923,WH-015,บับเบิ้ล (Bubble)(ใหญ่),,,ม้วน,
924,WH-014,กล่องแพ็คสินค้า(2B),,,แพ็ค,
925,WH-013,กล่องแพ็คสินค้า(0+4),,,แพ็ค,
926,WH-012,ถุงกระสอบแพ็คสินค้า(ใหญ่),,,แพ็ค,
927,WH-011,ถุงกระสอบแพ็คสินค้า(กลาง),,,แพ็ค,
928,WH-010,ถุงกระสอบแพ็คสินค้า(เล็ก),,,แพ็ค,
929,WH-009,ถุงแพ็คสินค้าขนาดใหญ่(20x30),,,กิโล,
930,WH-008,ถุงแพ็คสินค้า ((32x45) 8-12 ตัว),,,แพ็ค,
931,WH-007,ถุงแพ็คสินค้า ((28x42) 5-8 ตัว),,,แพ็ค,
932,WH-006,ถุงแพ็คสินค้า ((25x35) 3-5 ตัว),,,แพ็ค,
933,WH-005,ถุงแพ็คสินค้า ((20x30) 1-2 ตัว),,,แพ็ค,
934,WH-004,เทปใส (ม้วนใหญ่),,,ม้วน,
935,WH-003,หมึกพิมพ์บาร์โค้ด (Ribbon Wax)(110 mm.x300 m),,,ม้วน,
936,WH-002,สติ๊กเกอร์พิมพ์ใบปะหน้า (Sticker Label)(100x150 mm.),,,ม้วน,
937,WH-001,สติ๊กเกอร์บาร์โค้ด (Barcode Label)(3.2x2.5 cm.),,,ม้วน,
938,TTP-040-3XL,(D5) สีพื้นเขียวมอส - Moss Green(3XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size 3XL),,ชิ้น,TTP-040-3XL
939,TTP-040-XXL,(E5) สีพื้นเขียวมอส - Moss Green(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTP-040-XXL
940,TTP-040-XL,(C5) สีพื้นเขียวมอส - Moss Green(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTP-040-XL
941,TTP-040-L,(B5) สีพื้นเขียวมอส - Moss Green(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTP-040-L
942,TTP-040-M,(A5) สีพื้นเขียวมอส - Moss Green(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTP-040-M
943,TTP-039-3XL,(E5) สีพื้นเขียวทหาร - Army Green(3XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size 3XL),,ชิ้น,TTP-039-3XL
944,TTP-039-XXL,(A5) สีพื้นเขียวทหาร - Army Green(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTP-039-XXL
945,TTP-039-XL,(C5) สีพื้นเขียวทหาร - Army Green(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTP-039-XL
946,TTP-039-L,(B5) สีพื้นเขียวทหาร - Army Green(L)(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTP-039-L
947,TTP-039-M,(A5) สีพื้นเขียวทหาร - Army Green(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTP-039-M
948,TTP-038-3XL,(E5) สีพื้นบราวน์ชูการ์ - brown sugar(3XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size 3XL),,ชิ้น,TTP-038-3XL
949,TTP-038-XXL,(D5) สีพื้นบราวน์ชูการ์ - brown sugar(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTP-038-XXL
950,TTP-038-XL,(C5) สีพื้นบราวน์ชูการ์ - brown sugar(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTP-038-XL
951,TTP-038-L,(B5) สีพื้นบราวน์ชูการ์ - brown sugar(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTP-038-L
952,TTP-038-M,(A5) สีพื้นบราวน์ชูการ์ - brown sugar(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTP-038-M
953,MTS-01-Serum,Make'ter Skin - Serum (30 ML),Skin Care,,ชิ้น,MTS-01-30
954,TTG131-3XL,(E4) สติ -Sati (ผ้านุ่ม)(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG131-3XL
955,TTG131-XXL,(D4) สติ -Sati (ผ้านุ่ม)(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTG131-XXL
956,TTG131-XL,(C4) สติ -Sati (ผ้านุ่ม)(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG131-XL
957,TTG131-L,(B4) สติ -Sati (ผ้านุ่ม)(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTG131-L
958,TTG131-M,(A4) สติ -Sati (ผ้านุ่ม)(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTG131-M
959,TTF128-3XL,(E3) แครอท -carrot (ผ้านุ่ม)(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF128-3XL
960,TTF128-XXL,(D3) แครอท -carrot (ผ้านุ่ม)(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTF128-XXL
961,TTF128-XL,(C3) แครอท -carrot (ผ้านุ่ม)(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTF128-XL
962,TTF128-L,(B3) แครอท -carrot (ผ้านุ่ม)(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTF128-L
963,TTF128-M,(A3) แครอท -carrot (ผ้านุ่ม)(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTF128-M
964,TTF127-3XL,(E3) มะเขือเทศ -Tomato (ผ้านุ่ม)(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF127-3XL
965,TTF127-XXL,(D3) มะเขือเทศ -Tomato (ผ้านุ่ม)(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTF127-XXL
